dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1653350400,1,205.28,0.0,8.31,52.21,3.43,1.76,2.03,0.36
1653354000,1,206.95,0.0,8.57,48.64,3.4,1.61,1.81,0.26
1653357600,1,206.95,0.0,8.74,44.7,3.46,1.49,1.66,0.2
1653361200,1,205.28,0.0,9.0,40.77,3.61,1.42,1.59,0.19
1653364800,1,205.28,0.01,9.34,37.55,3.93,1.39,1.57,0.21
1653368400,1,205.28,0.04,9.94,35.05,4.53,1.41,1.62,0.25
1653372000,1,208.62,0.46,11.82,32.9,5.25,1.53,1.77,0.33
1653375600,1,210.29,1.54,12.68,37.55,5.3,1.51,1.76,0.4
1653379200,1,211.95,2.91,12.34,41.48,5.54,1.54,1.8,0.5
1653382800,1,213.62,3.86,10.97,43.99,5.66,1.6,1.86,0.59
1653386400,1,208.62,2.29,6.77,56.51,3.93,1.12,1.29,0.41
1653390000,1,206.95,1.55,4.97,60.08,3.34,0.87,0.99,0.32
1653393600,1,205.28,1.3,4.46,61.51,3.07,0.76,0.86,0.32
1653397200,1,203.61,1.08,4.33,62.23,2.86,0.68,0.79,0.37
1653400800,1,201.94,0.96,4.58,63.66,2.86,0.7,0.82,0.46
1653404400,1,201.94,0.89,5.1,65.09,2.86,0.77,0.89,0.54
1653408000,1,203.61,0.8,6.17,68.66,2.98,0.97,1.09,0.56
1653411600,1,205.28,0.94,7.28,72.96,3.28,1.25,1.37,0.54
1653415200,1,205.28,0.87,7.88,75.1,3.46,1.33,1.46,0.53
1653418800,1,213.62,0.8,14.39,65.8,5.54,1.64,1.86,0.7
1653422400,1,220.3,0.16,21.93,52.21,6.68,2.13,2.47,0.93
1653426000,1,223.64,0.01,24.33,45.42,6.56,2.63,3.07,1.03
1653429600,1,223.64,0.01,22.96,43.63,5.66,3.02,3.59,0.9
1653433200,1,213.62,0.0,17.31,45.78,4.41,2.99,3.71,0.77
1653436800,1,206.95,0.0,12.0,47.21,3.87,2.59,3.42,0.66
1653440400,1,201.94,0.0,8.48,48.64,3.64,2.22,3.13,0.52
1653444000,1,200.27,0.0,7.03,48.64,3.37,2.08,3.04,0.36
1653447600,1,198.6,0.0,6.43,47.92,3.13,2.01,3.02,0.31
1653451200,1,198.6,0.0,6.43,45.42,2.95,1.96,3.0,0.34
1653454800,1,198.6,0.04,6.94,40.77,3.22,2.11,3.23,0.42
1653458400,1,201.94,0.78,9.77,37.55,4.65,2.58,3.89,0.5
1653462000,1,205.28,1.26,9.0,50.78,4.35,2.33,4.05,0.49
1653465600,1,206.95,1.17,9.17,57.94,4.59,2.28,4.44,0.48
1653469200,1,205.28,0.68,8.74,65.09,4.65,2.06,3.55,0.38
1653472800,1,201.94,0.42,7.45,73.67,4.17,1.89,2.71,0.23
1653476400,1,198.6,0.39,6.94,74.39,3.99,2.09,2.76,0.15
1653480000,1,198.6,0.39,6.68,70.81,3.87,2.77,3.41,0.13
1653483600,1,196.93,0.59,6.08,70.1,3.81,3.66,4.28,0.14
1653487200,1,195.26,0.47,5.83,69.38,3.52,4.36,4.95,0.2
1653490800,1,195.26,0.34,5.44,69.38,2.8,4.7,5.21,0.33
1653494400,1,196.93,0.34,5.14,72.24,2.26,4.77,5.28,0.45
1653498000,1,200.27,0.52,5.44,77.25,2.26,4.07,4.9,0.47
1653501600,1,203.61,0.54,5.83,78.68,2.59,3.73,5.17,0.47
1653505200,1,205.28,0.35,7.37,75.82,3.43,4.05,5.92,0.51
1653508800,1,205.28,0.05,9.08,70.81,4.05,4.94,7.32,0.64
1653512400,1,205.28,0.0,9.6,67.95,4.23,5.88,8.77,0.71
1653516000,1,205.28,0.0,9.68,65.09,4.17,6.28,9.57,0.63
1653519600,1,203.61,0.0,9.17,62.23,3.93,6.29,9.78,0.49
1653523200,1,201.94,0.0,8.4,58.65,3.81,6.14,9.7,0.4
1653526800,1,201.94,0.0,7.45,56.51,3.76,5.97,9.7,0.38
1653530400,1,200.27,0.0,6.6,55.07,3.67,5.77,9.59,0.38
1653534000,1,200.27,0.0,5.83,54.36,3.55,5.49,9.29,0.39
1653537600,1,200.27,0.0,5.57,52.93,3.58,5.26,9.18,0.41
1653541200,1,200.27,0.03,5.74,51.5,3.73,5.22,9.51,0.45
1653544800,1,203.61,0.4,7.2,50.07,3.93,5.23,9.98,0.56
1653548400,1,205.28,0.94,8.14,50.78,3.64,4.93,9.57,0.69
1653552000,1,203.61,1.34,8.23,51.5,3.58,4.67,9.1,0.82
1653555600,1,201.94,1.36,7.03,55.07,3.43,4.42,8.81,0.88
1653559200,1,201.94,0.95,5.06,65.09,2.83,3.49,7.2,0.77
1653562800,1,201.94,0.75,4.03,72.96,2.53,2.73,5.38,0.66
1653566400,2,195.26,0.59,3.43,80.11,2.21,2.44,4.23,0.59
1653570000,2,191.93,0.57,2.78,82.25,1.91,1.82,3.07,0.54
1653573600,1,193.6,0.57,2.59,75.1,1.79,1.58,2.56,0.52
1653577200,1,195.26,0.56,2.68,69.38,1.68,1.49,2.43,0.52
1653580800,1,196.93,0.5,3.51,65.09,1.64,1.22,2.11,0.54
1653584400,1,196.93,0.36,4.63,65.8,1.71,1.12,2.02,0.55
1653588000,1,191.93,0.17,5.14,70.1,1.83,1.18,2.13,0.51
1653591600,1,188.59,0.06,5.57,68.66,2.12,1.53,2.88,0.49
1653595200,1,190.26,0.01,5.83,65.09,2.38,1.97,3.75,0.44
1653598800,1,191.93,0.0,6.08,62.94,2.59,2.3,4.44,0.35
1653602400,1,191.93,0.0,6.25,61.51,2.71,2.84,5.63,0.29
1653606000,1,191.93,0.0,5.83,60.8,2.68,3.42,6.9,0.25
1653609600,1,190.26,0.0,5.27,60.8,2.83,3.72,7.5,0.27
1653613200,1,193.6,0.0,4.97,59.37,3.01,3.83,7.65,0.3
1653616800,1,195.26,0.0,5.36,57.22,3.31,4.12,8.07,0.33
1653620400,1,196.93,0.0,5.91,55.07,3.67,4.49,8.59,0.38
1653624000,1,196.93,0.0,6.43,52.21,4.05,4.75,8.62,0.46
1653627600,1,196.93,0.01,6.94,48.64,4.29,4.82,8.16,0.62
1653631200,1,198.6,0.13,8.74,44.7,4.65,4.61,7.41,0.82
1653634800,1,201.94,0.66,10.2,45.78,4.77,3.82,6.57,0.93
1653638400,1,206.95,1.42,10.02,52.93,5.07,3.17,6.46,1.09
1653642000,1,210.29,2.01,8.31,60.8,5.25,2.91,7.17,1.25
1653645600,1,210.29,1.98,6.25,73.67,5.13,2.7,7.57,1.2
1653649200,2,208.62,1.48,5.01,90.12,5.01,2.83,7.79,1.12
1653652800,2,205.28,1.17,4.2,104.43,4.71,3.39,8.63,1.17
1653656400,2,203.61,1.01,3.77,111.58,4.29,3.69,9.17,1.25
1653660000,2,201.94,0.95,3.77,111.58,4.11,3.44,8.67,1.31
1653663600,2,201.94,0.95,3.94,108.72,3.93,3.08,7.82,1.36
1653667200,2,201.94,1.01,4.8,104.43,3.76,2.68,6.76,1.42
1653670800,2,201.94,0.95,6.43,98.71,3.93,2.32,5.61,1.42
1653674400,2,203.61,0.59,7.88,94.41,4.35,2.16,5.02,1.44
1653678000,2,208.62,0.26,10.97,90.12,6.08,2.24,5.1,1.46
1653681600,2,211.95,0.04,14.39,82.25,8.11,2.38,5.44,1.5
1653685200,1,213.62,0.0,15.77,75.1,9.06,2.36,5.48,1.52
1653688800,1,220.3,0.0,17.99,67.23,9.89,2.49,5.61,1.55
1653692400,1,223.64,0.0,18.85,60.08,9.66,2.55,5.76,1.58
1653696000,1,220.3,0.0,15.59,56.51,7.87,2.42,5.55,1.57
1653699600,1,213.62,0.0,12.0,55.07,6.2,2.33,5.26,1.46
1653703200,1,211.95,0.0,10.2,53.64,5.54,2.43,5.21,1.19
1653706800,1,210.29,0.0,9.51,52.21,5.42,2.67,5.41,0.87
1653710400,1,208.62,0.0,9.34,51.5,5.6,2.87,5.69,0.7
1653714000,1,208.62,0.08,10.11,50.78,6.32,2.98,5.87,0.68
1653717600,1,211.95,1.09,11.31,52.21,7.39,2.97,5.83,0.78
1653721200,1,213.62,2.07,11.65,57.22,7.45,2.65,5.36,0.9
1653724800,1,216.96,3.16,12.51,57.22,8.23,2.6,5.28,1.04
1653728400,1,216.96,3.58,12.0,57.94,8.94,2.64,5.32,1.14
1653732000,1,211.95,2.07,9.0,65.09,7.03,2.38,4.7,0.95
1653735600,1,210.29,1.56,7.45,70.1,6.38,2.12,3.98,0.8
1653739200,1,208.62,1.26,7.11,72.24,6.02,1.87,3.3,0.72
1653742800,1,206.95,0.96,6.94,73.67,5.66,1.59,2.62,0.65
1653746400,1,203.61,0.96,6.68,76.53,5.42,1.42,2.23,0.61
1653750000,1,201.94,0.95,6.25,77.96,5.01,1.38,2.1,0.61
1653753600,1,201.94,0.99,6.34,77.25,4.65,1.45,2.11,0.66
1653757200,1,201.94,1.08,7.2,75.1,4.83,1.74,2.41,0.78
1653760800,1,203.61,0.92,8.05,74.39,5.19,2.24,3.02,0.98
1653764400,1,211.95,0.66,13.02,67.23,7.87,3.2,4.21,1.22
1653768000,1,220.3,0.11,18.16,58.65,10.01,4.01,5.21,1.22
1653771600,1,223.64,0.0,19.36,52.93,9.89,3.74,4.92,1.14
1653775200,1,223.64,0.0,21.59,45.42,9.3,3.3,4.36,1.0
1653778800,1,223.64,0.01,22.62,39.34,8.58,2.87,3.92,0.92
1653782400,1,220.3,0.01,20.39,37.55,7.87,2.45,3.7,0.85
1653786000,1,216.96,0.01,16.96,38.27,7.39,2.25,3.86,0.69
1653789600,1,213.62,0.0,14.22,41.48,7.15,2.17,4.03,0.46
1653793200,1,210.29,0.0,12.51,44.35,7.03,2.03,3.85,0.34
1653796800,1,208.62,0.0,11.82,46.49,7.15,1.89,3.68,0.35
1653800400,1,208.62,0.13,12.34,45.06,7.87,1.97,3.91,0.45
1653804000,1,213.62,1.56,13.19,44.7,8.82,2.26,4.4,0.63
1653807600,1,213.62,2.21,10.11,55.07,7.03,2.04,4.45,0.63
1653811200,1,213.62,2.51,9.25,58.65,6.74,1.96,4.46,0.63
1653814800,1,211.95,2.15,7.37,62.23,6.26,1.82,4.26,0.6
1653818400,1,205.28,0.92,5.65,71.53,4.53,1.27,2.84,0.47
1653822000,1,203.61,0.96,4.5,76.53,4.11,0.95,1.89,0.42
1653825600,1,203.61,1.08,4.11,78.68,3.99,0.95,1.63,0.44
1653829200,2,203.61,1.03,4.07,80.82,3.99,1.02,1.56,0.46
1653832800,2,201.94,0.98,4.63,80.82,4.29,1.14,1.56,0.46
1653836400,2,201.94,0.88,5.36,80.11,4.47,1.19,1.55,0.44
1653840000,1,200.27,0.87,6.17,77.96,4.59,1.23,1.53,0.4
1653843600,1,200.27,0.95,7.28,76.53,4.83,1.33,1.64,0.42
1653847200,1,200.27,0.8,8.14,75.1,5.01,1.34,1.68,0.46
1653850800,1,213.62,0.87,17.82,60.08,7.63,1.81,2.26,0.73
1653854400,1,236.99,0.29,33.59,37.55,10.61,2.89,3.47,1.04
1653858000,2,253.68,0.2,43.87,22.17,11.21,3.96,4.64,1.04
1653861600,2,280.38,5.53,53.47,4.02,9.66,5.95,6.8,0.73
1653865200,2,293.73,18.1,48.67,0.02,7.27,7.71,8.69,0.45
1653868800,2,297.07,27.05,41.47,0.0,8.11,8.8,9.92,0.49
1653872400,2,303.75,34.42,38.73,0.0,13.71,10.08,11.38,0.88
1653876000,2,313.76,38.89,39.41,0.0,21.46,11.26,12.75,1.36
1653879600,2,317.1,38.89,40.78,0.0,27.42,12.17,13.84,1.71
1653883200,2,317.1,37.55,41.81,0.0,31.95,12.86,14.76,1.92
1653886800,2,313.76,38.44,40.78,0.54,33.38,13.43,15.57,2.12
1653890400,2,323.77,50.96,36.33,3.8,31.95,15.0,17.52,2.31
1653894000,1,233.65,5.42,26.73,39.7,13.11,5.65,8.13,0.43
1653897600,1,223.64,4.58,22.96,43.63,11.09,4.57,7.06,0.5
1653901200,1,216.96,3.55,22.28,43.63,10.61,4.2,6.77,0.63
1653904800,1,203.61,0.79,10.02,66.52,4.83,2.36,3.7,0.44
1653908400,1,198.6,0.64,6.17,74.39,3.58,1.72,2.5,0.36
1653912000,1,196.93,0.68,5.18,76.53,3.25,1.66,2.27,0.37
1653915600,1,195.26,0.63,5.14,76.53,3.16,1.68,2.21,0.37
1653919200,1,195.26,0.51,6.08,75.82,3.67,1.76,2.26,0.3
1653922800,1,196.93,0.43,7.8,75.1,4.59,1.88,2.43,0.22
1653926400,1,198.6,0.38,9.17,74.39,5.13,1.95,2.63,0.18
1653930000,1,196.93,0.31,9.34,77.25,5.07,2.08,3.08,0.19
1653933600,2,196.93,0.2,9.17,81.54,5.13,2.44,3.76,0.2
1653937200,2,198.6,0.1,11.31,82.25,6.08,2.87,4.55,0.29
1653940800,2,200.27,0.01,13.02,80.11,6.44,3.41,5.41,0.39
1653944400,1,201.94,0.0,13.88,77.96,6.38,3.96,6.16,0.42
1653948000,1,201.94,0.0,14.05,76.53,6.08,4.37,6.64,0.32
1653951600,1,198.6,0.0,12.85,75.1,5.66,4.55,6.81,0.23
1653955200,1,196.93,0.0,11.82,72.24,5.48,4.73,6.9,0.18
1653958800,1,195.26,0.0,11.48,67.95,5.3,4.99,6.91,0.16
1653962400,1,195.26,0.0,11.48,62.94,5.07,5.23,6.83,0.16
1653966000,1,195.26,0.0,11.48,59.37,5.13,5.45,6.79,0.14
1653969600,1,195.26,0.0,12.0,57.94,5.6,5.69,6.88,0.14
1653973200,1,195.26,0.03,13.54,55.79,6.44,6.15,7.23,0.16
1653976800,1,200.27,0.5,17.48,52.21,8.11,6.98,7.97,0.27
1653980400,1,205.28,1.12,19.54,50.78,9.3,7.16,8.12,0.44
1653984000,1,206.95,2.4,18.85,47.92,9.06,5.87,6.92,0.63
1653987600,1,205.28,2.91,14.74,52.21,7.87,3.86,4.93,0.72
1653991200,1,196.93,1.58,7.2,70.81,4.35,1.63,2.25,0.47
1653994800,1,193.6,1.26,4.63,76.53,3.34,1.04,1.44,0.41
1653998400,2,191.93,1.12,3.6,80.11,2.74,0.85,1.12,0.39
1654002000,2,188.59,1.01,3.47,82.25,2.59,0.9,1.08,0.35
1654005600,1,188.59,1.13,3.98,79.39,2.98,1.07,1.21,0.35
1654009200,1,190.26,1.33,4.63,75.1,3.19,1.13,1.25,0.39
1654012800,1,191.93,1.72,7.03,69.38,3.73,1.32,1.46,0.49
1654016400,1,200.27,2.01,12.0,64.37,5.01,1.83,2.03,0.59
1654020000,1,211.95,1.42,16.11,60.8,5.9,2.17,2.4,0.65
1654023600,1,220.3,0.94,21.93,50.78,7.03,2.4,2.69,0.78
1654027200,1,223.64,0.28,28.45,37.55,7.63,2.85,3.25,0.82
1654030800,1,226.97,0.09,32.22,27.89,7.39,3.23,3.69,0.74
1654034400,1,226.97,0.23,33.59,19.85,6.56,3.36,3.84,0.58
1654038000,1,223.64,0.29,30.85,14.48,5.19,3.14,3.62,0.41
1654041600,1,220.3,0.31,26.39,12.16,4.35,2.93,3.39,0.31
1654045200,1,211.95,0.22,21.08,11.98,3.7,2.75,3.22,0.26
1654048800,1,205.28,0.21,17.14,11.98,3.49,2.68,3.16,0.25
1654052400,1,201.94,0.22,14.91,11.98,3.61,2.73,3.25,0.25
1654056000,1,200.27,0.25,14.05,11.8,4.05,2.79,3.36,0.28
1654059600,1,200.27,0.92,13.88,11.62,5.01,2.87,3.52,0.36
1654063200,1,210.29,5.48,13.54,13.59,7.09,3.26,4.02,0.59
1654066800,1,216.96,8.05,14.22,20.21,9.78,3.56,4.4,0.96
1654070400,1,220.3,9.28,16.45,22.89,10.85,3.89,4.74,0.95
1654074000,1,223.64,7.82,18.34,26.11,11.56,4.07,4.86,0.96
1654077600,1,211.95,2.32,11.82,44.35,6.62,2.5,2.89,0.59
1654081200,1,210.29,1.98,8.05,50.78,5.54,1.75,1.98,0.44
1654084800,1,208.62,2.1,6.94,54.36,5.42,1.65,1.84,0.45
1654088400,1,206.95,1.98,6.17,59.37,5.19,1.65,1.81,0.45
1654092000,1,205.28,1.77,5.83,62.94,5.13,1.67,1.82,0.45
1654095600,1,205.28,1.66,6.0,67.23,5.19,1.73,1.88,0.47
1654099200,1,206.95,1.7,7.11,69.38,5.42,1.75,1.9,0.52
1654102800,1,210.29,1.82,10.02,67.95,6.56,1.85,2.03,0.59
1654106400,1,213.62,1.55,13.71,65.8,8.46,2.22,2.47,0.66
1654110000,1,230.31,1.66,25.7,52.93,12.52,3.43,3.81,0.9
1654113600,2,247.0,0.59,42.84,33.26,15.02,5.2,5.75,1.16
1654117200,2,253.68,0.1,49.35,23.6,13.35,6.51,7.18,1.12
1654120800,2,250.34,0.28,46.61,18.24,10.01,7.16,7.94,0.72
1654124400,2,240.33,0.44,43.53,13.05,7.87,7.34,8.18,0.36
1654128000,1,226.97,0.34,37.7,12.87,6.2,7.15,7.99,0.21
1654131600,1,223.64,0.88,33.24,7.78,4.41,7.22,8.08,0.14
1654135200,1,220.3,3.35,29.47,1.5,4.29,7.7,8.62,0.16
1654138800,1,220.3,7.71,25.02,0.16,5.54,8.25,9.26,0.23
1654142400,1,216.96,12.52,21.42,0.03,7.09,8.84,9.95,0.31
1654146000,1,220.3,19.67,17.31,0.3,6.44,9.42,10.61,0.27
1654149600,2,243.66,37.1,15.59,1.5,7.27,10.84,12.15,0.41
1654153200,1,233.65,12.96,29.13,15.91,9.3,8.01,9.32,0.55
1654156800,1,233.65,13.08,29.47,17.34,9.54,7.65,9.09,0.79
1654160400,1,226.97,9.28,29.47,20.56,10.73,7.2,8.78,0.98
1654164000,1,203.61,1.05,9.6,76.53,5.9,4.82,5.62,0.58
1654167600,2,198.6,0.76,6.17,88.69,4.89,4.3,4.85,0.49
1654171200,2,196.93,0.78,5.65,94.41,4.89,4.52,5.08,0.48
1654174800,2,195.26,0.87,5.18,100.14,4.95,4.79,5.38,0.46
1654178400,2,193.6,0.64,5.65,103.0,4.95,4.64,5.26,0.42
1654182000,2,193.6,0.5,6.0,107.29,4.71,4.01,4.62,0.41
1654185600,2,195.26,0.63,7.2,108.72,4.89,3.67,4.27,0.43
1654189200,2,198.6,0.96,9.34,108.72,5.42,4.06,4.77,0.48
1654192800,2,200.27,1.03,10.97,105.86,5.72,4.01,4.81,0.51
1654196400,2,206.95,1.08,18.51,90.84,8.34,4.32,5.33,0.66
1654200000,1,211.95,0.23,23.99,75.82,9.54,4.88,6.2,0.71
1654203600,1,210.29,0.0,22.96,72.24,9.06,5.11,6.67,0.63
1654207200,1,206.95,0.0,20.73,73.67,7.99,5.12,6.96,0.4
1654210800,1,201.94,0.0,16.96,77.96,7.09,4.78,6.75,0.23
1654214400,2,198.6,0.0,13.88,82.25,7.27,4.65,6.63,0.15
1654218000,2,198.6,0.0,12.68,81.54,7.99,4.88,7.12,0.11
1654221600,1,196.93,0.0,12.34,76.53,8.11,4.95,7.56,0.1
1654225200,1,195.26,0.0,12.17,70.1,8.11,4.71,7.64,0.12
1654228800,1,195.26,0.0,12.85,64.37,8.58,4.6,7.99,0.17
1654232400,1,198.6,0.09,14.91,58.65,9.78,4.89,8.87,0.25
1654236000,1,206.95,1.36,20.22,49.35,11.8,5.59,9.9,0.46
1654239600,1,223.64,5.7,25.02,40.41,13.95,6.36,10.68,0.93
1654243200,1,236.99,10.62,25.7,40.05,16.45,8.46,12.48,1.57
1654246800,2,240.33,11.06,24.33,50.78,19.07,11.8,15.45,2.06
1654250400,2,220.3,3.27,13.71,107.29,12.4,12.8,15.07,1.93
1654254000,3,213.62,1.49,8.91,128.75,10.25,10.95,12.62,2.09
1654257600,3,211.95,0.95,7.28,140.19,10.01,9.95,11.42,2.22
1654261200,3,208.62,0.78,6.68,144.48,9.78,9.56,10.87,2.06
1654264800,3,201.94,0.84,6.68,144.48,9.42,9.47,10.54,1.66
1654268400,3,198.6,0.92,6.77,143.05,8.34,8.86,9.82,1.35
1654272000,3,198.6,1.19,8.23,138.76,8.11,8.81,9.97,1.35
1654275600,3,196.93,1.33,10.45,131.61,8.11,8.73,10.34,1.42
1654279200,3,195.26,1.09,11.31,123.02,7.57,8.07,10.0,1.52
1654282800,2,191.93,0.51,12.17,111.58,6.97,6.68,9.23,1.66
1654286400,2,190.26,0.06,12.0,101.57,6.62,5.33,8.6,1.65
1654290000,2,190.26,0.0,11.14,98.71,6.44,5.0,9.08,1.57
1654293600,2,190.26,0.0,10.28,97.27,6.08,5.25,9.61,1.35
1654297200,2,190.26,0.0,8.65,97.27,5.54,5.65,10.1,1.12
1654300800,2,186.92,0.0,6.51,97.27,4.65,5.89,10.42,0.96
1654304400,2,186.92,0.0,5.44,94.41,4.23,5.78,9.28,0.75
1654308000,2,186.92,0.0,4.84,91.55,3.99,5.48,8.19,0.58
1654311600,2,186.92,0.0,4.58,89.41,3.87,4.8,7.38,0.46
1654315200,2,186.92,0.0,4.54,87.26,3.87,4.41,7.54,0.34
1654318800,2,188.59,0.0,4.93,84.4,4.05,4.49,7.99,0.3
1654322400,1,190.26,0.05,6.68,78.68,4.47,4.5,7.79,0.33
1654326000,1,193.6,0.27,8.91,72.24,4.83,4.26,7.7,0.4
1654329600,1,193.6,0.65,9.08,70.1,5.07,3.85,7.74,0.45
1654333200,1,193.6,0.99,7.88,72.96,5.19,3.59,8.33,0.46
1654336800,2,191.93,1.24,6.08,80.11,5.07,3.42,7.36,0.47
1654340400,2,190.26,1.22,4.67,87.98,4.83,3.34,6.95,0.44
1654344000,2,186.92,1.05,3.68,95.84,4.35,3.17,6.65,0.41
1654347600,2,186.92,0.94,3.34,100.14,4.05,3.08,6.49,0.44
1654351200,2,185.25,0.87,3.47,101.57,4.05,3.15,6.64,0.48
1654354800,2,185.25,0.82,3.73,100.14,3.93,3.22,6.76,0.51
1654358400,2,185.25,0.85,5.01,97.27,4.17,3.21,6.76,0.54
1654362000,2,188.59,0.75,7.03,90.84,4.59,3.01,6.7,0.53
1654365600,2,190.26,0.37,8.48,83.68,4.83,2.81,6.62,0.56
1654369200,1,190.26,0.05,8.91,79.39,5.01,2.69,6.17,0.61
1654372800,1,191.93,0.0,8.31,76.53,4.83,2.63,6.1,0.66
1654376400,1,191.93,0.0,7.8,75.1,4.65,2.64,6.08,0.7
1654380000,1,191.93,0.0,7.63,73.67,4.35,2.49,5.11,0.57
1654383600,1,191.93,0.0,7.28,71.53,4.17,2.27,3.56,0.4
1654387200,1,191.93,0.0,6.77,69.38,4.29,2.18,2.9,0.31
1654390800,1,191.93,0.0,6.51,66.52,4.65,2.28,2.81,0.31
1654394400,1,190.26,0.0,6.25,64.37,4.95,2.5,3.06,0.32
1654398000,1,190.26,0.0,6.25,62.23,5.07,2.7,3.34,0.3
1654401600,1,191.93,0.0,6.43,59.37,5.3,2.73,3.32,0.26
1654405200,1,193.6,0.0,7.2,56.51,5.78,2.75,3.28,0.27
1654408800,1,198.6,0.03,10.2,52.21,6.68,2.88,3.36,0.29
1654412400,1,201.94,0.12,15.08,47.21,7.45,3.11,3.64,0.36
1654416000,1,203.61,0.29,17.65,44.7,8.11,3.14,3.65,0.38
1654419600,1,203.61,0.59,16.79,45.78,8.58,2.94,3.4,0.37
1654423200,1,201.94,1.58,14.05,50.07,8.7,2.74,3.19,0.38
1654426800,1,200.27,1.87,13.19,52.93,9.3,2.71,3.19,0.4
1654430400,1,200.27,2.15,12.17,57.22,9.42,2.67,3.17,0.42
1654434000,1,200.27,1.42,12.0,62.23,8.82,2.59,3.05,0.38
1654437600,1,200.27,1.23,12.0,65.09,8.58,2.62,3.09,0.36
1654441200,1,200.27,1.1,12.85,66.52,8.46,2.81,3.32,0.35
1654444800,1,201.94,0.47,15.59,65.09,8.11,2.97,3.53,0.36
1654448400,1,203.61,0.34,18.34,61.51,8.11,3.13,3.7,0.39
1654452000,1,205.28,0.18,20.05,58.65,8.34,3.24,3.82,0.42
1654455600,1,205.28,0.04,21.08,55.07,8.94,3.27,3.83,0.43
1654459200,1,205.28,0.01,21.59,48.64,9.18,3.27,3.8,0.38
1654462800,1,203.61,0.0,20.73,43.27,8.7,3.24,3.72,0.32
1654466400,1,200.27,0.0,18.68,41.84,7.57,3.41,3.82,0.28
1654470000,1,195.26,0.0,14.91,44.7,6.08,3.65,4.05,0.26
1654473600,1,190.26,0.0,11.31,47.92,5.13,4.01,4.65,0.27
1654477200,1,183.58,0.0,8.57,50.07,4.29,4.5,5.49,0.3
1654480800,1,180.24,0.0,7.2,49.35,3.81,4.85,5.89,0.34
1654484400,1,180.24,0.0,6.68,45.78,3.52,4.65,5.39,0.33
1654488000,1,181.91,0.0,6.77,38.98,3.34,3.79,4.23,0.32
1654491600,1,181.91,0.02,7.45,31.11,3.55,2.59,2.88,0.36
1654495200,1,186.92,0.13,9.77,30.4,4.35,2.04,2.41,0.47
1654498800,1,193.6,0.63,12.85,33.26,5.25,2.2,2.74,0.56
1654502400,1,196.93,1.37,14.74,32.54,5.78,2.86,3.6,0.64
1654506000,1,196.93,1.98,14.05,32.9,5.96,3.46,4.29,0.7
1654509600,1,195.26,1.9,11.31,41.13,5.42,3.4,4.14,0.62
1654513200,1,193.6,1.36,9.6,52.21,5.01,3.07,3.68,0.55
1654516800,1,190.26,0.91,9.0,60.08,4.59,2.81,3.32,0.57
1654520400,1,190.26,0.71,7.8,68.66,3.99,2.38,2.75,0.5
1654524000,1,190.26,0.82,7.11,74.39,3.93,2.23,2.51,0.45
1654527600,1,191.93,0.95,7.28,73.67,3.99,2.45,2.71,0.47
1654531200,1,196.93,1.62,13.37,62.23,5.42,3.14,3.44,0.58
1654534800,1,206.95,2.12,24.33,45.42,6.44,4.1,4.42,0.68
1654538400,1,211.95,1.16,30.5,38.27,6.68,4.95,5.31,0.66
1654542000,1,223.64,1.08,38.73,25.39,6.91,6.24,6.74,0.6
1654545600,2,233.65,1.76,45.93,10.19,6.97,7.78,8.54,0.56
1654549200,2,236.99,3.02,45.24,4.52,6.97,8.97,10.11,0.58
1654552800,1,226.97,3.52,39.76,3.62,6.08,9.46,11.19,0.51
1654556400,1,205.28,1.38,31.19,7.51,4.05,8.73,11.16,0.31
1654560000,1,186.92,0.22,21.93,16.27,3.43,7.57,10.75,0.24
1654563600,1,176.91,0.06,16.79,21.28,3.37,6.71,10.43,0.21
1654567200,1,171.9,0.13,15.77,16.81,3.31,6.54,10.44,0.16
1654570800,1,170.23,0.2,15.42,14.31,3.61,6.61,10.68,0.16
1654574400,1,170.23,0.27,15.94,13.23,4.17,6.79,11.09,0.16
1654578000,1,173.57,0.72,16.79,14.13,5.01,7.06,11.51,0.17
1654581600,1,185.25,3.86,19.54,19.13,7.15,7.44,12.06,0.28
1654585200,1,191.93,5.25,19.88,36.84,10.73,7.0,11.54,0.37
1654588800,1,198.6,8.83,21.25,36.48,12.28,7.41,11.76,0.44
1654592400,1,201.94,9.61,19.88,41.13,13.95,7.76,11.87,0.47
1654596000,2,185.25,2.29,10.8,82.97,7.57,4.92,7.16,0.27
1654599600,2,180.24,1.52,8.91,83.68,5.78,3.9,5.19,0.16
1654603200,1,178.58,1.23,8.48,73.67,4.83,3.47,4.18,0.15
1654606800,1,178.58,1.29,9.17,63.66,4.29,3.43,3.79,0.13
1654610400,1,176.91,1.77,11.14,59.37,4.95,3.65,3.95,0.09
1654614000,1,175.24,1.54,10.2,63.66,4.95,3.5,3.88,0.06
1654617600,1,175.24,1.02,8.14,71.53,4.65,3.73,4.49,0.06
1654621200,1,176.91,0.7,7.63,75.1,4.17,4.37,5.67,0.07
1654624800,1,175.24,0.45,7.2,74.39,3.64,4.43,5.86,0.09
1654628400,1,175.24,0.21,7.54,72.24,3.52,4.23,5.85,0.11
1654632000,1,175.24,0.02,7.88,71.53,3.58,4.31,6.53,0.09
