dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1652065200,1,226.97,0.0,14.57,56.51,4.95,3.16,6.43,0.12
1652068800,1,226.97,0.0,14.57,52.93,4.89,3.22,6.41,0.13
1652072400,1,226.97,0.02,16.45,49.35,5.42,3.35,6.57,0.17
1652076000,1,240.33,1.84,23.65,41.48,7.27,4.06,7.5,0.34
1652079600,1,260.35,9.05,28.79,34.69,9.06,5.07,9.01,0.63
1652083200,1,263.69,14.53,27.42,34.69,9.89,5.49,10.3,0.97
1652086800,1,250.34,12.63,22.28,42.56,10.25,5.37,11.15,1.2
1652090400,2,220.3,1.45,7.54,103.0,5.54,5.13,9.34,1.88
1652094000,2,211.95,0.77,4.07,113.01,3.87,4.87,7.86,2.03
1652097600,2,206.95,0.55,2.91,115.87,3.01,5.1,7.23,1.85
1652101200,2,200.27,0.34,2.59,111.58,2.38,4.76,6.21,1.54
1652104800,2,196.93,0.25,2.78,108.72,2.18,4.71,5.84,1.41
1652108400,2,196.93,0.18,3.13,108.72,2.03,5.32,6.28,1.49
1652112000,2,195.26,0.17,4.63,108.72,2.29,6.17,7.05,1.57
1652115600,2,198.6,0.23,7.03,105.86,2.92,6.76,7.72,1.65
1652119200,2,201.94,0.18,9.42,103.0,3.7,7.54,8.73,1.71
1652122800,2,208.62,0.08,12.34,100.14,4.65,8.62,9.98,1.74
1652126400,2,211.95,0.0,13.88,95.84,5.19,9.77,11.24,1.69
1652130000,2,213.62,0.0,14.74,92.98,5.3,11.02,12.48,1.55
1652133600,2,216.96,0.0,14.74,90.84,5.25,12.33,13.76,1.36
1652137200,2,213.62,0.0,13.37,90.12,5.07,13.25,14.61,1.23
1652140800,2,213.62,0.0,12.34,89.41,5.13,14.05,15.35,1.2
1652144400,2,213.62,0.0,12.17,87.26,5.25,15.34,16.62,1.14
1652148000,2,213.62,0.0,13.54,82.97,5.54,17.08,18.33,1.09
1652151600,2,210.29,0.0,15.77,76.53,6.2,18.18,19.34,1.14
1652155200,2,203.61,0.0,15.08,73.67,6.02,15.31,16.29,1.31
1652158800,2,200.27,0.0,11.82,74.39,5.25,12.13,13.14,1.23
1652162400,2,198.6,0.02,10.45,74.39,5.01,10.12,11.34,1.01
1652166000,1,200.27,0.09,12.51,70.81,5.13,9.37,10.92,0.64
1652169600,1,200.27,0.24,12.85,69.38,5.13,8.83,10.81,0.36
1652173200,1,198.6,0.43,11.82,70.1,5.19,8.6,11.09,0.22
1652176800,1,196.93,0.98,9.51,72.96,4.95,7.52,10.2,0.15
1652180400,1,195.26,1.45,7.37,75.1,4.83,6.31,8.67,0.15
1652184000,1,193.6,1.58,5.74,78.68,4.41,5.6,7.49,0.22
1652187600,2,191.93,1.09,4.24,85.12,3.37,4.45,5.72,0.38
1652191200,2,195.26,0.57,3.51,89.41,2.5,3.16,3.9,0.59
1652194800,2,200.27,0.32,3.38,89.41,2.03,2.41,3.07,0.72
1652198400,2,203.61,0.25,3.68,87.26,1.86,2.01,2.9,0.75
1652202000,2,203.61,0.21,4.46,85.83,2.0,1.78,2.78,0.84
1652205600,2,205.28,0.14,5.44,84.4,2.56,2.1,3.36,0.88
1652209200,2,206.95,0.05,8.57,82.25,4.11,3.38,5.94,0.81
1652212800,2,211.95,0.0,10.97,80.82,5.19,4.8,9.09,0.74
1652216400,1,216.96,0.0,12.0,78.68,5.54,5.67,11.61,0.71
1652220000,1,216.96,0.0,11.82,77.25,5.3,5.9,13.3,0.63
1652223600,1,216.96,0.0,10.37,75.1,4.83,5.83,14.34,0.53
1652227200,1,213.62,0.0,9.34,72.24,4.71,5.83,15.0,0.46
1652230800,1,213.62,0.0,9.0,68.66,4.77,5.96,15.49,0.4
1652234400,1,213.62,0.0,8.83,64.37,4.77,6.14,15.61,0.35
1652238000,1,213.62,0.0,8.48,60.8,4.71,6.23,15.26,0.31
1652241600,1,211.95,0.0,7.63,60.8,4.53,5.93,13.7,0.26
1652245200,1,211.95,0.0,7.11,62.23,4.47,5.19,11.11,0.22
1652248800,1,213.62,0.06,8.4,64.37,4.77,5.21,11.08,0.19
1652252400,1,216.96,0.35,9.6,67.95,4.77,5.57,12.86,0.1
1652256000,1,213.62,0.89,9.0,70.81,4.77,5.33,12.83,0.05
1652259600,1,213.62,1.15,6.94,76.53,4.47,4.77,12.11,0.0
1652263200,2,213.62,0.75,5.48,84.4,3.73,4.24,11.31,0.01
1652266800,2,213.62,0.47,4.93,91.55,3.37,4.2,11.29,0.05
1652270400,2,213.62,0.29,4.8,95.84,3.13,4.21,10.43,0.09
1652274000,2,213.62,0.19,4.8,97.27,2.89,3.98,7.25,0.14
1652277600,2,211.95,0.2,5.18,94.41,2.89,4.09,5.56,0.13
1652281200,2,210.29,0.2,6.17,91.55,3.07,4.26,4.96,0.09
1652284800,2,208.62,0.49,7.54,87.26,3.37,4.39,4.86,0.09
1652288400,2,211.95,0.84,7.71,84.4,3.1,4.0,4.46,0.24
1652292000,2,213.62,0.7,6.77,80.11,2.5,2.6,2.98,0.55
1652295600,1,213.62,0.31,8.14,76.53,3.37,1.82,2.37,0.71
1652299200,1,216.96,0.01,10.28,71.53,4.59,2.7,4.11,0.82
1652302800,1,220.3,0.0,11.82,64.37,5.13,3.45,5.42,1.03
1652306400,1,220.3,0.0,13.54,57.22,5.13,3.54,5.43,1.04
1652310000,1,220.3,0.0,14.05,51.5,4.65,3.43,5.14,0.82
1652313600,1,220.3,0.0,13.37,49.35,4.41,3.27,4.88,0.6
1652317200,1,216.96,0.0,11.65,47.92,4.11,3.13,4.87,0.46
1652320800,1,213.62,0.0,9.85,46.49,3.87,3.07,5.07,0.36
1652324400,1,211.95,0.0,8.65,44.35,3.73,2.94,5.08,0.31
1652328000,1,210.29,0.01,8.31,41.48,3.81,2.8,5.04,0.31
1652331600,1,208.62,0.03,9.08,37.19,4.29,2.78,5.21,0.34
1652335200,1,213.62,1.19,11.82,32.19,5.36,3.09,5.8,0.46
1652338800,1,220.3,4.3,12.68,30.04,6.38,3.4,6.4,0.63
1652342400,1,216.96,6.48,11.82,29.68,6.74,3.58,6.76,0.84
1652346000,1,213.62,6.48,10.37,32.19,6.68,3.56,6.76,1.08
1652349600,1,210.29,1.63,5.31,65.09,3.22,2.07,3.84,0.74
1652353200,1,208.62,0.78,3.81,77.96,2.56,1.59,2.84,0.61
1652356800,2,208.62,0.54,3.43,80.82,2.32,1.41,2.42,0.62
1652360400,2,206.95,0.5,3.3,80.11,2.24,1.32,2.11,0.66
1652364000,1,206.95,0.48,3.6,77.96,2.38,1.3,1.89,0.68
1652367600,1,206.95,0.45,4.07,75.1,2.44,1.31,1.81,0.73
1652371200,1,208.62,0.52,4.76,73.67,2.35,1.34,1.83,0.84
1652374800,1,208.62,0.66,5.18,74.39,2.32,1.47,2.05,0.92
1652378400,1,210.29,0.54,5.23,77.96,2.38,1.48,2.27,0.89
1652382000,2,213.62,0.28,7.88,80.11,3.49,1.37,2.38,0.88
1652385600,1,216.96,0.02,10.54,75.1,4.29,1.29,2.33,1.03
1652389200,1,220.3,0.0,11.65,67.95,4.35,1.17,2.26,1.38
1652392800,1,216.96,0.0,11.65,60.08,3.93,1.19,2.36,1.49
1652396400,1,210.29,0.0,10.28,53.64,3.37,1.55,2.66,1.22
1652400000,1,208.62,0.0,8.65,47.92,3.07,2.14,3.14,0.92
1652403600,1,206.95,0.0,6.94,47.21,2.77,2.43,3.44,0.8
1652407200,1,205.28,0.0,5.36,52.21,2.71,2.46,3.69,0.73
1652410800,1,205.28,0.0,4.28,57.22,2.74,2.83,4.46,0.64
1652414400,1,205.28,0.0,3.64,60.08,2.59,3.44,5.53,0.57
1652418000,1,206.95,0.0,3.9,60.8,2.71,3.72,6.27,0.55
1652421600,1,208.62,0.1,5.65,62.23,3.01,3.67,6.65,0.59
1652425200,1,211.95,0.5,7.71,65.8,3.25,3.33,6.68,0.66
1652428800,1,213.62,1.03,7.54,71.53,3.25,2.8,6.2,0.74
1652432400,1,211.95,1.22,5.91,77.96,3.04,2.22,5.38,0.79
1652436000,2,211.95,0.91,3.98,87.26,2.56,1.59,4.0,0.73
1652439600,2,208.62,0.73,3.13,94.41,2.35,1.25,3.15,0.7
1652443200,2,206.95,0.65,2.74,98.71,2.15,1.19,2.97,0.78
1652446800,2,205.28,0.61,2.59,103.0,2.03,1.25,3.0,0.87
1652450400,2,205.28,0.58,2.7,107.29,2.03,1.27,2.9,0.93
1652454000,2,203.61,0.55,2.96,110.15,2.03,1.27,2.76,0.96
1652457600,2,205.28,0.56,3.77,110.15,2.03,1.22,2.61,1.0
1652461200,2,205.28,0.47,4.84,108.72,2.15,1.27,2.8,1.11
1652464800,2,206.95,0.24,5.65,104.43,2.38,1.37,3.17,1.19
1652468400,2,211.95,0.12,9.08,97.27,3.93,1.67,3.79,1.3
1652472000,2,216.96,0.01,12.0,87.98,4.89,1.92,4.21,1.39
1652475600,2,220.3,0.0,13.37,80.82,5.13,2.17,4.67,1.35
1652479200,1,220.3,0.0,13.71,75.1,4.95,2.6,5.77,1.08
1652482800,1,220.3,0.0,12.34,72.96,4.47,2.94,6.91,0.74
1652486400,1,216.96,0.0,9.85,73.67,3.87,3.22,7.84,0.47
1652490000,1,213.62,0.0,8.4,72.24,3.37,3.48,8.46,0.29
1652493600,1,213.62,0.0,8.05,67.23,3.16,3.69,8.76,0.2
1652497200,1,211.95,0.0,8.31,62.23,3.28,3.92,9.17,0.18
1652500800,1,211.95,0.0,9.0,57.22,3.64,4.13,9.63,0.18
1652504400,1,213.62,0.02,10.71,53.64,4.41,4.38,10.43,0.2
1652508000,1,220.3,0.44,15.59,49.35,6.2,4.84,11.54,0.29
1652511600,1,230.31,2.51,19.02,44.7,8.34,5.25,12.39,0.4
1652515200,1,233.65,5.87,18.16,43.27,9.66,5.53,12.82,0.48
1652518800,1,230.31,7.15,15.42,47.92,10.25,5.64,13.14,0.57
1652522400,2,216.96,2.93,8.83,87.26,5.9,4.19,9.74,0.36
1652526000,2,211.95,1.62,5.65,101.57,4.53,3.97,9.05,0.29
1652529600,2,208.62,1.19,4.5,110.15,4.23,4.47,9.94,0.32
1652533200,2,205.28,0.89,3.77,118.73,3.78,4.76,10.07,0.36
1652536800,3,203.61,0.75,3.56,124.45,3.67,4.81,9.66,0.36
1652540400,3,201.94,0.73,3.86,130.18,3.81,5.17,10.17,0.37
1652544000,3,203.61,0.86,5.18,131.61,4.29,5.61,10.98,0.4
1652547600,3,206.95,1.01,7.45,128.75,4.95,5.94,11.76,0.44
1652551200,3,208.62,0.84,9.68,121.59,5.48,6.01,12.17,0.49
1652554800,2,220.3,0.47,20.39,94.41,7.03,6.48,12.87,0.77
1652558400,1,233.65,0.03,30.16,64.37,7.63,7.15,13.64,1.06
1652562000,1,240.33,0.0,33.24,47.92,7.21,7.54,14.14,1.04
1652565600,1,236.99,0.01,30.5,41.84,5.96,7.6,14.44,0.85
1652569200,1,223.64,0.0,23.31,46.49,4.53,7.28,14.53,0.67
1652572800,1,211.95,0.0,16.62,54.36,3.87,6.75,13.95,0.49
1652576400,1,206.95,0.0,12.17,61.51,3.7,5.58,10.69,0.36
1652580000,1,201.94,0.0,9.17,65.8,3.52,4.38,7.66,0.32
1652583600,1,201.94,0.0,8.05,67.95,3.73,4.5,7.95,0.36
1652587200,1,210.29,0.0,7.71,75.1,4.59,6.3,10.1,0.44
1652590800,1,216.96,0.0,9.25,76.53,5.72,7.1,9.47,0.45
1652594400,1,230.31,0.1,14.91,73.67,7.99,7.36,9.18,0.46
1652598000,1,240.33,0.73,23.31,67.23,10.25,8.07,10.3,0.59
1652601600,1,243.66,2.07,25.7,63.66,10.85,8.88,12.1,0.93
1652605200,1,240.33,3.21,20.91,63.66,9.66,9.45,13.49,1.71
1652608800,2,220.3,1.42,10.88,82.97,5.48,7.26,10.35,2.28
1652612400,2,210.29,0.92,7.03,94.41,3.93,5.92,8.05,2.06
1652616000,2,203.61,0.71,5.44,100.14,3.1,5.42,7.26,1.88
1652619600,2,201.94,0.61,4.8,103.0,2.77,5.81,7.46,1.77
1652623200,2,206.95,0.62,5.57,104.43,3.28,7.28,9.07,2.06
1652626800,2,220.3,0.62,6.94,111.58,4.11,10.31,12.54,2.66
1652630400,2,236.99,0.68,12.0,117.3,6.62,14.63,17.81,3.7
1652634000,2,247.0,0.58,18.51,115.87,8.11,19.38,23.79,4.5
1652637600,3,250.34,0.26,20.73,113.01,8.11,20.01,24.81,4.62
1652641200,2,247.0,0.04,19.71,111.58,7.63,19.81,23.68,4.02
1652644800,2,236.99,0.0,16.11,105.86,6.44,17.51,20.19,3.13
1652648400,2,220.3,0.0,13.19,94.41,5.01,12.44,14.06,2.06
1652652000,2,205.28,0.0,10.45,87.98,3.87,8.5,9.3,1.14
1652655600,2,203.61,0.0,8.23,90.84,3.16,7.99,8.39,0.54
1652659200,2,206.95,0.0,7.63,90.84,3.4,8.36,8.62,0.26
1652662800,2,208.62,0.0,7.97,82.25,3.58,8.41,8.66,0.18
1652666400,1,210.29,0.0,9.17,70.1,3.73,8.65,8.98,0.18
1652670000,1,210.29,0.0,10.37,60.08,3.99,9.25,9.68,0.21
1652673600,2,211.95,0.0,12.85,49.35,4.53,10.44,11.01,0.2
1652677200,2,213.62,0.02,18.34,36.12,5.6,10.97,11.67,0.19
1652680800,1,216.96,0.24,23.99,35.05,6.5,9.26,10.09,0.27
1652684400,1,213.62,0.47,15.42,57.22,5.42,6.86,7.63,0.27
1652688000,1,208.62,0.69,12.51,67.95,5.07,6.53,7.55,0.23
1652691600,1,205.28,0.87,9.6,74.39,4.29,4.71,5.95,0.21
1652695200,1,201.94,0.86,5.91,77.25,3.28,3.16,4.14,0.16
1652698800,1,198.6,0.85,4.33,78.68,2.95,2.62,3.42,0.15
1652702400,2,195.26,0.82,3.26,83.68,2.8,2.72,3.54,0.16
1652706000,2,193.6,0.7,2.7,88.69,2.68,2.53,3.3,0.17
1652709600,2,195.26,0.62,2.78,89.41,2.68,2.83,3.49,0.19
1652713200,2,198.6,0.63,3.3,88.69,2.65,2.77,3.32,0.19
1652716800,2,200.27,0.72,5.1,84.4,2.98,3.23,3.92,0.23
1652720400,1,201.94,0.61,7.97,79.39,3.58,4.11,5.16,0.32
1652724000,1,205.28,0.27,10.02,75.82,4.05,4.71,5.97,0.34
1652727600,1,206.95,0.11,11.82,72.24,4.59,5.41,6.91,0.36
1652731200,1,208.62,0.01,13.02,67.95,4.89,6.51,8.49,0.34
1652734800,1,210.29,0.0,13.54,64.37,5.07,7.18,9.83,0.28
1652738400,1,210.29,0.0,14.91,59.37,5.13,7.75,11.25,0.21
1652742000,1,208.62,0.0,15.59,53.64,5.01,8.32,12.88,0.16
1652745600,1,208.62,0.0,15.59,50.78,5.07,9.01,14.76,0.09
1652749200,1,208.62,0.0,15.94,45.06,4.53,9.86,16.69,0.05
1652752800,2,208.62,0.01,16.96,36.84,4.17,10.66,18.22,0.05
1652756400,2,208.62,0.02,17.48,30.4,4.23,11.27,19.09,0.05
1652760000,2,210.29,0.03,17.82,26.46,4.77,11.67,19.37,0.04
1652763600,2,213.62,0.09,18.68,26.11,5.54,11.86,19.03,0.05
1652767200,2,223.64,0.88,23.31,25.03,7.33,12.02,18.19,0.17
1652770800,2,230.31,3.19,25.02,27.54,8.94,11.68,15.77,0.33
1652774400,2,230.31,6.93,21.76,28.97,9.42,11.39,13.94,0.53
1652778000,2,223.64,6.71,16.45,38.62,8.94,10.16,11.88,0.75
1652781600,1,210.29,1.9,7.63,75.1,4.95,5.45,6.58,0.82
1652785200,2,206.95,1.16,5.74,88.69,4.47,4.57,5.59,0.72
1652788800,2,203.61,0.95,4.93,98.71,4.47,5.03,6.01,0.68
1652792400,2,200.27,0.85,3.64,107.29,3.93,5.44,6.33,0.59
1652796000,2,196.93,0.71,3.21,108.72,3.4,5.25,6.09,0.61
1652799600,2,193.6,0.68,3.08,101.57,2.77,4.36,5.12,0.61
1652803200,2,193.6,0.8,4.5,94.41,2.89,3.36,4.04,0.55
1652806800,2,193.6,0.83,6.6,85.83,3.16,2.51,3.12,0.54
1652810400,2,193.6,0.47,7.97,80.82,3.34,2.16,2.74,0.64
1652814000,1,195.26,0.14,8.83,77.96,3.7,2.08,2.61,0.77
1652817600,1,195.26,0.01,9.42,75.82,4.05,2.14,2.61,0.83
1652821200,1,198.6,0.0,10.37,75.1,4.17,2.46,2.92,0.78
1652824800,1,201.94,0.0,10.8,75.1,4.23,3.98,4.51,0.7
1652828400,1,206.95,0.0,12.0,71.53,4.71,5.63,6.21,0.49
1652832000,1,206.95,0.0,10.62,67.23,4.35,5.28,5.94,0.31
1652835600,1,208.62,0.0,8.05,72.96,3.81,4.15,4.91,0.28
1652839200,1,208.62,0.0,7.11,72.24,3.76,3.74,4.93,0.28
1652842800,1,210.29,0.0,6.77,70.1,3.67,3.76,5.54,0.27
1652846400,1,208.62,0.0,6.77,65.09,3.81,3.81,5.99,0.28
1652850000,1,208.62,0.03,7.45,60.08,4.35,3.95,6.49,0.29
1652853600,1,213.62,0.74,10.11,55.07,5.42,4.33,7.43,0.35
1652857200,1,216.96,2.4,13.19,50.78,6.79,4.84,8.68,0.42
1652860800,1,220.3,3.91,13.54,51.5,7.87,5.2,9.8,0.5
1652864400,1,216.96,4.36,12.17,55.79,8.46,5.39,10.61,0.55
1652868000,1,211.95,1.96,6.85,77.25,5.07,3.69,7.35,0.26
1652871600,2,208.62,1.52,5.18,87.26,4.41,3.43,6.87,0.17
1652875200,2,206.95,1.36,4.67,95.84,4.29,3.89,7.68,0.1
1652878800,2,205.28,0.92,5.01,100.14,4.17,3.97,7.74,0.08
1652882400,2,205.28,0.91,5.48,101.57,4.35,3.73,7.12,0.08
1652886000,2,206.95,0.86,6.25,98.71,4.23,2.87,5.22,0.11
1652889600,2,210.29,0.78,10.71,87.26,5.01,2.37,4.1,0.25
1652893200,1,216.96,0.78,17.14,75.1,6.02,2.3,3.83,0.44
1652896800,1,220.3,0.41,21.42,70.1,6.68,2.2,3.52,0.6
1652900400,1,226.97,0.12,26.05,63.66,8.11,2.34,3.45,0.74
1652904000,1,236.99,0.01,32.22,51.5,9.66,2.85,3.84,0.82
1652907600,2,250.34,0.02,40.44,37.91,11.21,3.66,4.6,0.68
1652911200,2,263.69,0.05,46.61,28.97,11.8,4.42,5.25,0.47
1652914800,2,283.72,0.24,56.21,17.34,12.76,5.76,6.54,0.3
1652918400,2,303.75,1.08,65.8,5.81,14.19,7.69,8.45,0.16
1652922000,2,290.39,0.38,55.52,11.8,13.23,7.62,8.3,0.06
1652925600,1,257.02,0.01,33.59,29.68,9.89,5.4,5.95,0.05
1652929200,1,230.31,0.0,19.71,40.77,7.15,3.57,3.98,0.06
1652932800,1,216.96,0.0,15.25,38.62,6.02,2.98,3.37,0.1
1652936400,1,211.95,0.06,15.77,31.83,6.38,2.99,3.47,0.18
1652940000,1,220.3,1.19,21.08,22.89,8.82,3.51,4.12,0.36
1652943600,1,223.64,2.63,21.76,30.04,10.97,3.93,4.56,0.63
1652947200,1,226.97,5.81,21.25,30.76,11.56,4.26,4.94,0.7
1652950800,1,226.97,7.6,17.99,33.97,10.97,4.34,5.06,0.68
1652954400,1,216.96,3.74,11.65,57.94,6.56,3.28,4.03,0.5
1652958000,1,210.29,2.26,7.28,72.96,4.89,2.71,3.56,0.41
1652961600,2,206.95,1.49,4.71,82.25,3.81,2.9,3.89,0.43
1652965200,2,203.61,0.92,3.47,91.55,2.89,3.08,4.18,0.49
1652968800,2,201.94,0.64,3.43,100.14,2.62,2.89,4.0,0.49
1652972400,2,201.94,0.45,3.81,103.0,2.5,2.76,3.93,0.51
1652976000,2,201.94,0.47,4.76,103.0,2.65,2.87,4.2,0.56
1652979600,2,203.61,0.42,6.51,101.57,3.13,3.17,4.74,0.65
1652983200,2,205.28,0.25,8.05,98.71,3.76,3.45,5.37,0.76
1652986800,2,211.95,0.17,13.02,89.41,6.08,3.93,6.26,0.93
1652990400,1,216.96,0.02,16.62,78.68,7.21,4.45,7.28,1.01
1652994000,1,220.3,0.0,17.31,70.81,7.09,5.19,9.07,0.95
1652997600,1,220.3,0.0,19.02,63.66,6.85,6.36,12.14,0.73
1653001200,1,216.96,0.0,19.19,58.65,6.32,7.13,14.48,0.51
1653004800,1,216.96,0.0,17.99,55.79,6.08,7.59,15.98,0.36
1653008400,1,213.62,0.0,16.96,52.21,5.9,7.95,16.95,0.28
1653012000,1,213.62,0.0,16.11,47.92,5.66,8.23,17.32,0.25
1653015600,1,213.62,0.0,15.59,45.42,5.54,8.29,17.0,0.24
1653019200,1,213.62,0.0,15.25,44.7,5.66,7.98,15.94,0.23
1653022800,1,213.62,0.01,15.59,45.06,5.9,7.42,14.11,0.25
1653026400,1,220.3,0.25,20.05,43.63,6.91,6.69,11.94,0.37
1653030000,1,226.97,0.94,23.65,44.7,7.63,5.31,8.6,0.46
1653033600,1,230.31,1.9,23.99,47.92,7.99,4.13,5.92,0.51
1653037200,1,230.31,2.35,19.88,55.79,7.99,3.03,3.95,0.46
1653040800,1,223.64,1.52,13.71,73.67,6.08,1.77,2.16,0.31
1653044400,1,220.3,1.24,12.0,78.68,5.54,1.43,1.69,0.25
1653048000,1,220.3,1.16,11.65,77.25,5.19,1.38,1.6,0.22
1653051600,1,216.96,0.89,11.14,74.39,4.59,1.33,1.54,0.23
1653055200,1,211.95,0.63,9.51,75.82,3.78,1.25,1.45,0.27
1653058800,2,208.62,0.35,7.63,83.68,3.04,1.55,1.76,0.36
1653062400,2,208.62,0.36,6.34,88.69,2.77,2.09,2.31,0.46
1653066000,2,206.95,0.52,6.77,90.12,3.01,2.72,3.09,0.42
1653069600,2,203.61,0.51,7.03,88.69,3.28,3.83,4.71,0.32
1653073200,2,203.61,0.23,7.11,85.83,3.28,3.32,4.53,0.36
1653076800,2,203.61,0.02,7.28,81.54,3.22,3.03,4.44,0.47
1653080400,1,203.61,0.0,7.03,75.82,2.92,2.86,4.14,0.57
1653084000,1,203.61,0.0,6.68,72.24,2.59,2.85,3.9,0.61
1653087600,1,203.61,0.0,6.0,70.81,2.38,3.19,4.36,0.6
1653091200,1,201.94,0.0,4.8,70.1,2.15,3.79,5.37,0.52
1653094800,1,200.27,0.0,4.16,68.66,2.18,4.47,6.62,0.41
1653098400,1,198.6,0.0,4.24,65.09,2.41,5.02,7.65,0.34
1653102000,1,198.6,0.0,4.46,60.8,2.59,5.44,8.47,0.32
1653105600,1,196.93,0.0,4.8,57.22,2.86,5.78,9.15,0.34
1653109200,1,195.26,0.01,5.27,55.07,3.1,6.03,9.78,0.38
1653112800,1,196.93,0.12,6.94,54.36,3.43,6.13,10.27,0.44
1653116400,1,196.93,0.47,8.23,56.51,3.43,5.87,10.22,0.49
1653120000,1,195.26,1.02,8.4,58.65,3.55,5.66,10.05,0.59
1653123600,1,193.6,1.42,7.2,61.51,3.58,5.46,9.81,0.66
1653127200,1,191.93,0.8,4.93,75.82,2.68,3.76,6.79,0.47
1653130800,2,191.93,0.58,3.73,85.12,2.35,2.87,5.23,0.4
1653134400,2,188.59,0.53,3.17,90.12,2.15,2.73,5.06,0.47
1653138000,2,188.59,0.5,2.72,94.41,1.97,2.61,4.87,0.55
1653141600,2,188.59,0.41,2.74,95.84,1.91,2.21,4.06,0.6
1653145200,2,188.59,0.37,2.96,97.27,1.85,1.89,3.43,0.68
1653148800,2,190.26,0.54,3.21,98.71,1.86,1.81,3.25,0.78
1653152400,2,191.93,0.52,4.24,98.71,2.03,1.9,3.31,0.85
1653156000,2,191.93,0.4,5.14,95.84,2.29,1.81,2.99,0.83
1653159600,2,200.27,0.7,11.65,82.25,4.23,1.95,2.98,0.91
1653163200,1,206.95,0.15,19.19,63.66,5.36,2.22,3.26,1.03
1653166800,1,208.62,0.0,21.59,51.5,5.3,2.5,3.65,1.19
1653170400,1,206.95,0.01,22.62,41.13,4.59,2.83,4.12,1.25
1653174000,1,200.27,0.03,22.28,31.11,3.4,3.06,4.48,0.85
1653177600,1,195.26,0.06,20.73,23.96,2.8,3.21,4.71,0.47
1653181200,1,191.93,0.32,20.05,13.41,2.5,3.52,5.04,0.2
1653184800,1,188.59,1.05,19.02,5.68,2.74,3.83,5.41,0.16
1653188400,1,185.25,2.51,17.48,1.99,3.43,4.14,5.81,0.19
1653192000,1,186.92,5.76,15.77,0.42,4.29,4.6,6.34,0.21
1653195600,1,193.6,12.07,13.88,0.29,4.53,5.3,7.12,0.2
1653199200,1,220.3,28.39,13.02,1.88,6.56,7.09,9.15,0.35
1653202800,1,216.96,13.52,21.93,19.67,12.64,7.08,10.17,0.68
1653206400,1,223.64,16.09,22.62,27.18,14.9,8.08,11.62,0.89
1653210000,1,216.96,15.42,21.76,34.69,14.66,8.42,12.4,1.16
1653213600,2,190.26,2.57,8.4,87.26,6.02,4.13,6.73,0.98
1653217200,2,185.25,1.01,4.71,100.14,3.64,3.04,5.02,0.84
1653220800,2,183.58,0.59,4.11,105.86,3.16,3.08,4.85,0.78
1653224400,2,183.58,0.4,3.77,108.72,2.83,3.19,4.81,0.71
1653228000,2,183.58,0.32,3.47,110.15,2.62,3.43,5.03,0.66
1653231600,2,183.58,0.26,3.6,111.58,2.53,3.93,5.63,0.64
1653235200,2,183.58,0.24,4.5,111.58,2.65,4.69,6.63,0.63
1653238800,2,183.58,0.21,5.83,110.15,2.98,5.57,7.81,0.64
1653242400,2,185.25,0.12,6.6,107.29,3.22,5.97,8.37,0.64
1653246000,2,191.93,0.09,10.88,97.27,4.59,6.26,8.85,0.78
1653249600,2,195.26,0.01,13.54,84.4,5.13,6.82,9.7,1.0
1653253200,1,195.26,0.0,14.05,76.53,4.95,7.53,10.66,1.17
1653256800,1,195.26,0.0,14.91,67.95,4.35,8.02,11.18,1.17
1653260400,1,190.26,0.0,15.59,57.94,3.7,8.52,11.62,0.85
1653264000,1,188.59,0.0,17.99,46.49,4.11,9.68,12.75,0.51
1653267600,2,188.59,0.01,23.65,32.54,4.95,12.04,15.14,0.28
1653271200,2,193.6,0.05,30.85,20.74,5.48,14.52,17.5,0.19
1653274800,2,198.6,0.1,31.53,16.63,5.36,13.89,16.35,0.19
1653278400,2,198.6,0.11,25.36,17.17,5.54,10.06,11.9,0.33
1653282000,1,200.27,0.3,22.62,15.91,6.62,7.33,8.87,0.41
1653285600,1,213.62,3.16,25.7,13.23,9.3,6.51,7.97,0.49
1653289200,1,226.97,2.1,29.82,27.89,14.07,5.07,6.22,0.58
1653292800,1,233.65,3.74,32.56,25.39,16.21,4.58,5.64,0.68
1653296400,1,233.65,5.81,32.22,21.64,17.4,4.22,5.26,0.85
1653300000,1,211.95,2.12,19.02,48.64,9.54,2.33,2.89,0.59
1653303600,1,203.61,1.22,12.34,62.23,6.85,1.54,1.88,0.44
1653307200,1,201.94,1.02,10.11,67.95,5.9,1.23,1.51,0.44
1653310800,1,201.94,0.71,9.08,72.24,5.13,1.11,1.39,0.48
1653314400,2,203.61,0.5,7.8,82.97,4.53,1.09,1.4,0.51
1653318000,2,203.61,0.32,7.28,92.98,3.99,1.23,1.61,0.55
1653321600,2,206.95,0.35,7.71,87.98,3.61,1.33,1.84,0.61
1653325200,1,210.29,0.6,8.65,75.82,3.55,1.68,2.28,0.58
1653328800,1,213.62,0.66,10.2,68.66,3.93,2.66,3.23,0.54
1653332400,1,213.62,0.37,11.65,64.37,4.35,2.51,2.91,0.55
1653336000,1,211.95,0.04,12.17,60.8,4.41,2.33,2.66,0.59
1653339600,1,211.95,0.0,11.82,57.94,4.41,2.5,2.83,0.56
1653343200,1,206.95,0.0,10.37,56.51,4.11,2.46,2.81,0.5
1653346800,1,203.61,0.0,8.65,55.79,3.58,2.04,2.35,0.44
